Biker_Age,Riding_Experience,Wearing_Helmet,Motorcycle_Ownership,Valid_Driving_License,Bike_Condition,Road_Type,Road_condition,Weather,Time_of_Day,Traffic_Density,Speed_Limit,Bike_Speed,Number_of_Vehicles,Biker_Alcohol,Accident_Severity
25.0,1.0,No,Bought with own money,No,New,City Road,Dry,Clear,Afternoon,5.0,70.0,120.0,3.0,0.0,Moderate Accident
30.0,5.0,No,Bought with own money,Yes,Old,City Road,Dry,Foggy,Noon,5.0,70.0,93.0,3.0,0.0,Moderate Accident
23.0,2.0,Yes,Bought with own money,No,Old,City Road,Wet,Rainy,Afternoon,2.0,70.0,71.0,2.0,0.0,Moderate Accident
26.0,1.0,No,Bought with own money,Yes,New,City Road,Dry,Clear,Morning,4.0,70.0,89.0,1.0,1.0,Moderate Accident
28.0,0.0,No,Inherited,No,Old,City Road,Dry,Foggy,Afternoon,4.0,70.0,65.0,2.0,0.0,Moderate Accident
30.0,5.0,No,Bought with own money,No,New,City Road,Wet,Rainy,Night,4.0,70.0,100.0,3.0,0.0,Moderate Accident
27.0,1.0,No,Inherited,Yes,Old,City Road,Dry,Clear,Afternoon,5.0,70.0,78.0,3.0,0.0,Moderate Accident
25.0,2.0,Yes,Inherited,No,Old,City Road,Dry,Foggy,Noon,3.0,70.0,106.0,3.0,0.0,Moderate Accident
28.0,4.0,No,Bought with own money,Yes,New,City Road,Wet,Rainy,Afternoon,4.0,70.0,82.0,3.0,0.0,Moderate Accident
17.0,5.0,No,Bought with own money,No,Old,City Road,Dry,Clear,Evening,4.0,70.0,101.0,3.0,0.0,Moderate Accident
15.0,3.0,Yes,Bought with own money,No,New,City Road,Dry,Foggy,Morning,4.0,70.0,116.0,1.0,0.0,Moderate Accident
17.0,1.0,No,Bought with own money,Yes,Old,City Road,Wet,Rainy,Afternoon,8.0,70.0,75.0,1.0,0.0,Moderate Accident
24.0,0.0,No,Inherited,No,Old,City Road,Dry,Clear,Night,6.0,70.0,88.0,2.0,0.0,Moderate Accident
23.0,2.0,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Afternoon,1.0,70.0,78.0,2.0,0.0,Moderate Accident
28.0,1.0,No,Inherited,No,Old,City Road,Wet,Rainy,Noon,3.0,70.0,105.0,3.0,0.0,Moderate Accident
30.0,2.0,Yes,Inherited,No,New,City Road,Dry,Clear,Afternoon,3.0,70.0,115.0,3.0,0.0,Moderate Accident
18.0,4.0,No,Bought with own money,Yes,Old,City Road,Dry,Foggy,Morning,6.0,70.0,71.0,3.0,0.0,Moderate Accident
23.0,5.0,No,Bought with own money,No,Old,City Road,Wet,Rainy,Afternoon,6.0,70.0,92.0,3.0,0.0,Moderate Accident
15.0,4.0,Yes,Bought with own money,Yes,New,City Road,Dry,Clear,Night,3.0,70.0,99.0,1.0,0.0,Moderate Accident
18.0,1.0,No,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,4.0,70.0,116.0,3.0,0.0,Moderate Accident
22.0,3.0,No,Inherited,No,New,City Road,Wet,Rainy,Noon,4.0,70.0,82.0,2.0,0.0,Moderate Accident
15.0,5.0,No,Bought with own money,Yes,Old,City Road,Dry,Clear,Afternoon,7.0,70.0,83.0,3.0,0.0,Moderate Accident
30.0,1.0,No,Inherited,No,Old,City Road,Dry,Foggy,Evening,1.0,70.0,69.0,3.0,0.0,Moderate Accident
25.0,3.0,Yes,Inherited,Yes,New,City Road,Wet,Rainy,Morning,8.0,70.0,83.0,1.0,0.0,Moderate Accident
28.0,5.0,No,Bought with own money,No,Old,City Road,Dry,Clear,Afternoon,1.0,70.0,65.0,2.0,0.0,Moderate Accident
29.0,1.0,No,Bought with own money,No,New,City Road,Dry,Foggy,Night,7.0,70.0,95.0,3.0,0.0,Moderate Accident
21.0,5.0,Yes,Bought with own money,Yes,Old,City Road,Wet,Rainy,Afternoon,7.0,70.0,107.0,1.0,0.0,Moderate Accident
21.0,2.0,No,Bought with own money,No,Old,City Road,Dry,Clear,Noon,3.0,70.0,98.0,2.0,0.0,Moderate Accident
25.0,5.0,No,Inherited,Yes,New,City Road,Dry,Foggy,Afternoon,2.0,70.0,75.0,3.0,0.0,Moderate Accident
30.0,2.0,No,Bought with own money,No,Old,City Road,Wet,Rainy,Morning,3.0,70.0,82.0,1.0,0.0,Moderate Accident
30.0,0.0,No,Inherited,No,New,City Road,Dry,Clear,Afternoon,3.0,70.0,100.0,2.0,0.0,Moderate Accident
21.0,5.0,Yes,Inherited,Yes,Old,City Road,Dry,Foggy,Night,1.0,70.0,97.0,2.0,0.0,Moderate Accident
30.0,1.0,No,Bought with own money,No,Old,City Road,Wet,Rainy,Afternoon,2.0,70.0,107.0,3.0,0.0,Moderate Accident
21.0,1.0,No,Bought with own money,Yes,New,City Road,Dry,Clear,Noon,2.0,70.0,102.0,2.0,0.0,Moderate Accident
21.0,3.0,Yes,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,8.0,70.0,102.0,2.0,0.0,Moderate Accident
29.0,1.0,No,Bought with own money,No,New,City Road,Wet,Rainy,Evening,1.0,70.0,82.0,1.0,0.0,Moderate Accident
19.0,1.0,No,Inherited,Yes,Old,City Road,Dry,Clear,Morning,8.0,70.0,110.0,1.0,0.0,Moderate Accident
25.0,4.0,No,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,8.0,70.0,117.0,3.0,0.0,Moderate Accident
29.0,2.0,No,Inherited,Yes,New,City Road,Wet,Rainy,Night,6.0,70.0,111.0,2.0,0.0,Moderate Accident
16.0,1.0,Yes,Inherited,No,Old,City Road,Dry,Clear,Afternoon,1.0,70.0,106.0,3.0,0.0,Moderate Accident
25.0,3.0,No,Bought with own money,No,New,City Road,Dry,Foggy,Noon,8.0,70.0,80.0,1.0,0.0,Moderate Accident
15.0,2.0,No,Bought with own money,Yes,Old,City Road,Wet,Rainy,Afternoon,5.0,70.0,120.0,3.0,0.0,Moderate Accident
27.0,3.0,Yes,Bought with own money,No,Old,City Road,Dry,Clear,Morning,3.0,70.0,75.0,2.0,0.0,Moderate Accident
17.0,5.0,No,Bought with own money,Yes,New,City Road,Dry,Foggy,Afternoon,6.0,70.0,75.0,1.0,0.0,Moderate Accident
21.0,2.0,No,Inherited,No,Old,City Road,Wet,Rainy,Night,8.0,70.0,119.0,1.0,0.0,Moderate Accident
20.0,1.0,No,Bought with own money,No,New,City Road,Dry,Clear,Afternoon,2.0,70.0,100.0,1.0,0.0,Moderate Accident
24.0,0.7,Yes,Bought with own money,No,Old,City Road,Dry,Foggy,Afternoon,4.0,70.0,105.0,2.0,0.0,Severe Accident
16.0,0.5,Yes,Inherited,No,New,City Road,Dry,Clear,Afternoon,2.0,70.0,95.0,2.0,0.0,Severe Accident
22.0,3.5,Yes,Inherited,No,Old,City Road,Dry,Clear,Morning,6.0,78.0,90.0,1.0,0.0,Severe Accident
25.0,2.5,Yes,Bought with own money,No,New,City Road,Wet,Rainy,Night,2.0,50.0,85.0,1.0,1.0,Severe Accident
19.0,1.8,No,Inherited,No,Old,Highway,Dry,Clear,Afternoon,1.0,55.0,92.0,1.0,1.0,Severe Accident
24.0,2.0,Yes,Inherited,No,New,Highway,Dry,Foggy,Noon,3.0,70.0,87.0,1.0,0.0,Severe Accident
17.0,3.0,Yes,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,1.0,70.0,54.0,3.0,0.0,Severe Accident
20.0,4.0,No,Bought with own money,No,New,Highway,Dry,Clear,Evening,8.0,70.0,86.0,2.0,1.0,Severe Accident
18.0,3.0,Yes,Inherited,No,New,Highway,Dry,Foggy,Morning,4.0,70.0,87.0,2.0,0.0,Severe Accident
17.0,1.0,No,Inherited,No,Old,Highway,Wet,Rainy,Afternoon,1.0,70.0,90.0,2.0,0.0,Severe Accident
22.0,1.0,Yes,Inherited,Yes,New,Highway,Dry,Clear,Night,7.0,70.0,56.0,3.0,0.0,Severe Accident
19.0,2.0,Yes,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,5.0,70.0,88.0,3.0,0.0,Severe Accident
17.0,4.0,No,Bought with own money,No,New,Highway,Wet,Rainy,Noon,5.0,70.0,53.0,3.0,0.0,Severe Accident
23.0,3.0,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,8.0,70.0,45.0,2.0,0.0,Severe Accident
18.0,4.0,No,Inherited,No,Old,Highway,Dry,Foggy,Morning,1.0,70.0,89.0,1.0,1.0,Severe Accident
16.0,4.0,Yes,Inherited,No,New,Highway,Wet,Rainy,Afternoon,4.0,70.0,81.0,3.0,0.0,Severe Accident
30.0,2.0,Yes,Bought with own money,Yes,Old,Highway,Dry,Clear,Night,6.0,70.0,90.0,3.0,1.0,Severe Accident
18.0,3.0,No,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,1.0,70.0,66.0,2.0,1.0,Severe Accident
27.0,1.0,Yes,Inherited,No,New,Highway,Wet,Rainy,Noon,4.0,70.0,76.0,3.0,0.0,Severe Accident
16.0,2.0,No,Inherited,No,Old,Highway,Dry,Clear,Afternoon,3.0,70.0,50.0,1.0,1.0,Severe Accident
20.0,1.0,Yes,Inherited,No,New,Highway,Dry,Foggy,Evening,6.0,70.0,75.0,2.0,0.0,Severe Accident
16.0,2.0,Yes,Bought with own money,No,Old,Highway,Wet,Rainy,Morning,2.0,70.0,77.0,1.0,0.0,Severe Accident
17.0,0.0,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,6.0,70.0,89.0,2.0,0.0,Severe Accident
23.0,5.0,Yes,Inherited,No,New,Highway,Dry,Foggy,Night,3.0,70.0,61.0,1.0,0.0,Severe Accident
16.0,3.0,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,3.0,70.0,56.0,3.0,0.0,Severe Accident
30.0,5.0,Yes,Bought with own money,No,New,Highway,Dry,Clear,Noon,8.0,70.0,84.0,1.0,0.0,Severe Accident
18.0,4.0,Yes,Inherited,No,Old,Highway,Dry,Foggy,Afternoon,8.0,70.0,85.0,1.0,0.0,Severe Accident
26.0,2.0,No,Inherited,Yes,New,Highway,Wet,Rainy,Morning,1.0,70.0,55.0,1.0,1.0,Severe Accident
27.0,4.0,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,4.0,70.0,86.0,2.0,1.0,Severe Accident
30.0,1.0,No,Bought with own money,No,Old,Highway,Dry,Foggy,Night,2.0,70.0,58.0,2.0,0.0,Severe Accident
26.0,5.0,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,1.0,70.0,57.0,1.0,0.0,Severe Accident
18.0,0.0,Yes,Inherited,No,Old,Highway,Dry,Clear,Noon,8.0,70.0,51.0,3.0,0.0,Severe Accident
23.0,2.0,No,Inherited,No,New,Highway,Dry,Foggy,Afternoon,2.0,70.0,64.0,1.0,1.0,Severe Accident
18.0,5.0,Yes,Inherited,Yes,New,Highway,Wet,Rainy,Evening,8.0,70.0,62.0,1.0,0.0,Severe Accident
19.0,5.0,No,Bought with own money,No,Old,Highway,Dry,Clear,Morning,3.0,70.0,83.0,2.0,0.0,Severe Accident
24.0,5.0,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,2.0,70.0,57.0,3.0,0.0,Severe Accident
28.0,1.0,Yes,Inherited,No,Old,Highway,Wet,Rainy,Night,5.0,70.0,56.0,3.0,0.0,Severe Accident
27.0,5.0,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,1.0,70.0,88.0,2.0,0.0,Severe Accident
16.0,0.0,Yes,Inherited,No,New,Highway,Dry,Foggy,Noon,8.0,70.0,88.0,1.0,0.0,Severe Accident
16.0,5.0,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,8.0,70.0,59.0,3.0,1.0,Severe Accident
17.0,5.0,Yes,Bought with own money,No,New,Highway,Dry,Clear,Morning,3.0,70.0,53.0,2.0,0.0,Severe Accident
17.0,0.0,Yes,Inherited,No,Old,Highway,Dry,Foggy,Afternoon,5.0,70.0,83.0,2.0,0.0,Severe Accident
28.0,0.0,No,Bought with own money,No,New,Highway,Wet,Rainy,Night,1.0,70.0,53.0,3.0,1.0,Severe Accident
15.0,2.0,Yes,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,5.0,70.0,89.0,1.0,1.0,Severe Accident
19.0,1.0,No,Inherited,Yes,Old,Highway,Dry,Foggy,Noon,3.0,70.0,75.0,2.0,1.0,Severe Accident
26.0,3.0,Yes,Inherited,No,New,Highway,Wet,Rainy,Afternoon,2.0,70.0,85.0,3.0,0.0,Severe Accident
21.0,4.0,Yes,Inherited,No,Old,Highway,Dry,Clear,Evening,2.0,70.0,90.0,2.0,0.0,Severe Accident
16.0,0.0,No,Bought with own money,No,New,Highway,Dry,Foggy,Morning,3.0,70.0,90.0,2.0,0.0,Severe Accident
27.0,5.0,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,3.0,70.0,86.0,1.0,0.0,Severe Accident
29.0,4.0,No,Inherited,No,Old,Highway,Dry,Clear,Night,7.0,70.0,77.0,1.0,0.0,Severe Accident
17.0,5.0,Yes,Inherited,Yes,New,Highway,Dry,Foggy,Afternoon,5.0,70.0,54.0,2.0,0.0,Severe Accident
18.0,3.0,Yes,Inherited,No,Old,Highway,Wet,Rainy,Noon,6.0,70.0,51.0,2.0,0.0,Severe Accident
23.0,4.0,No,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,4.0,70.0,82.0,3.0,1.0,Severe Accident
23.0,2.0,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Morning,7.0,70.0,51.0,3.0,0.0,Severe Accident
16.0,4.0,No,Inherited,No,Old,Highway,Wet,Rainy,Afternoon,4.0,70.0,90.0,3.0,1.0,Severe Accident
21.0,4.0,Yes,Inherited,No,New,Highway,Dry,Clear,Night,2.0,70.0,52.0,1.0,0.0,Severe Accident
23.0,1.0,Yes,Inherited,No,Old,Highway,Dry,Foggy,Afternoon,5.0,70.0,59.0,2.0,0.0,Severe Accident
29.0,5.0,No,Bought with own money,No,New,Highway,Wet,Rainy,Noon,8.0,70.0,81.0,3.0,0.0,Severe Accident
25.0,4.0,Yes,Bought with own money,No,New,Highway,Dry,Clear,Afternoon,2.0,70.0,90.0,2.0,1.0,Severe Accident
17.0,0.0,No,Inherited,No,Old,Highway,Dry,Foggy,Evening,2.0,70.0,62.0,1.0,0.0,Severe Accident
28.0,3.0,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Morning,5.0,70.0,76.0,1.0,1.0,Severe Accident
22.0,0.0,Yes,Bought with own money,Yes,Old,Highway,Dry,Clear,Afternoon,5.0,70.0,89.0,3.0,0.0,Severe Accident
20.0,3.0,No,Inherited,No,New,Highway,Dry,Foggy,Night,4.0,70.0,46.0,2.0,0.0,Severe Accident
25.0,0.0,Yes,Inherited,No,New,Highway,Wet,Rainy,Afternoon,5.0,70.0,74.0,3.0,1.0,Severe Accident
17.0,1.0,No,Inherited,No,Old,Highway,Dry,Clear,Noon,7.0,70.0,76.0,3.0,0.0,Severe Accident
21.0,1.0,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,5.0,70.0,66.0,1.0,0.0,Severe Accident
20.0,1.0,Yes,Bought with own money,No,Old,Highway,Wet,Rainy,Morning,5.0,70.0,60.0,1.0,0.0,Severe Accident
23.0,0.0,No,Inherited,Yes,New,Highway,Dry,Clear,Afternoon,3.0,70.0,65.0,3.0,1.0,Severe Accident
20.0,5.0,Yes,Inherited,No,New,Highway,Dry,Foggy,Night,4.0,70.0,58.0,1.0,0.0,Severe Accident
18.0,1.0,No,Inherited,No,Old,Highway,Wet,Rainy,Afternoon,5.0,70.0,55.0,3.0,0.0,Severe Accident
21.0,3.0,Yes,Bought with own money,No,New,Highway,Dry,Clear,Noon,4.0,70.0,56.0,2.0,0.0,Severe Accident
16.0,5.0,Yes,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,5.0,70.0,51.0,2.0,1.0,Severe Accident
24.0,4.0,No,Inherited,No,New,Highway,Wet,Rainy,Evening,6.0,70.0,79.0,2.0,1.0,Severe Accident
21.0,2.0,Yes,Inherited,No,New,Highway,Dry,Clear,Morning,8.0,70.0,86.0,3.0,1.0,Severe Accident
28.0,0.0,No,Inherited,No,Old,Highway,Dry,Foggy,Afternoon,7.0,70.0,58.0,3.0,0.0,Severe Accident
22.0,4.0,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Night,6.0,70.0,88.0,3.0,1.0,Severe Accident
20.0,4.0,Yes,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,5.0,70.0,88.0,3.0,1.0,Severe Accident
21.0,2.0,No,Inherited,No,New,Highway,Dry,Foggy,Noon,2.0,70.0,80.0,1.0,0.0,Severe Accident
21.0,4.0,Yes,Inherited,Yes,New,Highway,Wet,Rainy,Afternoon,2.0,70.0,86.0,3.0,1.0,Severe Accident
26.0,4.0,No,Inherited,No,Old,Highway,Dry,Clear,Morning,6.0,70.0,72.0,2.0,0.0,Severe Accident
23.0,2.0,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,2.0,70.0,52.0,1.0,0.0,Severe Accident
22.0,1.0,Yes,Bought with own money,No,Old,Highway,Wet,Rainy,Night,4.0,70.0,80.0,1.0,1.0,Severe Accident
29.0,1.0,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,6.0,70.0,88.0,3.0,0.0,Severe Accident
21.0,1.0,Yes,Inherited,No,New,Highway,Dry,Foggy,Noon,4.0,70.0,62.0,1.0,0.0,Severe Accident
27.0,4.0,No,Inherited,Yes,Old,Highway,Wet,Rainy,Afternoon,8.0,70.0,77.0,3.0,1.0,Severe Accident
29.0,3.0,Yes,Bought with own money,No,New,Highway,Dry,Clear,Evening,4.0,70.0,50.0,1.0,0.0,Severe Accident
19.0,1.0,Yes,Bought with own money,No,Old,Highway,Dry,Foggy,Morning,2.0,70.0,89.0,3.0,1.0,Severe Accident
27.0,1.0,No,Inherited,No,New,Highway,Wet,Rainy,Afternoon,8.0,70.0,90.0,3.0,0.0,Severe Accident
19.0,5.0,Yes,Bought with own money,No,New,Highway,Dry,Clear,Night,2.0,70.0,51.0,2.0,1.0,Severe Accident
25.0,5.0,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,8.0,70.0,47.0,3.0,0.0,Severe Accident
29.0,5.0,Yes,Inherited,No,New,Highway,Wet,Rainy,Noon,1.0,70.0,79.0,2.0,1.0,Severe Accident
23.0,3.0,Yes,Inherited,No,Old,Highway,Dry,Clear,Afternoon,8.0,70.0,71.0,3.0,1.0,Severe Accident
15.0,5.0,No,Inherited,No,New,Highway,Dry,Foggy,Morning,4.0,70.0,81.0,2.0,0.0,Severe Accident
18.0,5.0,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,4.0,70.0,86.0,2.0,0.0,Severe Accident
19.0,0.0,No,Bought with own money,No,Old,Highway,Dry,Clear,Night,7.0,70.0,53.0,1.0,0.0,Severe Accident
30.0,2.0,Yes,Inherited,Yes,New,Highway,Dry,Foggy,Afternoon,2.0,70.0,88.0,2.0,1.0,Severe Accident
18.0,2.0,Yes,Inherited,No,Old,Highway,Wet,Rainy,Noon,8.0,70.0,81.0,1.0,1.0,Severe Accident
17.0,0.0,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,2.0,70.0,71.0,3.0,1.0,Severe Accident
15.0,2.0,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Evening,4.0,70.0,86.0,1.0,1.0,Severe Accident
15.0,0.0,No,Bought with own money,No,Old,Highway,Wet,Rainy,Morning,3.0,70.0,53.0,2.0,1.0,Severe Accident
19.0,4.0,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,8.0,70.0,54.0,3.0,0.0,Severe Accident
16.0,0.0,Yes,Inherited,Yes,Old,Highway,Dry,Foggy,Night,3.0,70.0,82.0,3.0,1.0,Severe Accident
28.0,4.0,No,Inherited,No,New,Highway,Wet,Rainy,Afternoon,5.0,70.0,57.0,3.0,1.0,Severe Accident
25.0,4.0,Yes,Bought with own money,No,New,Highway,Dry,Clear,Noon,8.0,70.0,75.0,1.0,1.0,Severe Accident
26.0,3.0,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,1.0,70.0,76.0,1.0,0.0,Severe Accident
15.0,0.0,Yes,Inherited,No,New,Highway,Wet,Rainy,Morning,2.0,70.0,90.0,2.0,0.0,Severe Accident
30.0,5.0,Yes,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,6.0,70.0,53.0,2.0,1.0,Severe Accident
23.0,0.0,No,Bought with own money,No,New,Highway,Dry,Foggy,Night,1.0,70.0,79.0,1.0,1.0,Severe Accident
26.0,3.0,Yes,Inherited,No,New,Highway,Wet,Rainy,Afternoon,2.0,70.0,77.0,1.0,0.0,Severe Accident
28.0,1.0,No,Inherited,No,Old,Highway,Dry,Clear,Noon,6.0,70.0,58.0,1.0,1.0,Severe Accident
26.0,0.0,Yes,Inherited,No,New,Highway,Dry,Foggy,Afternoon,2.0,70.0,89.0,2.0,0.0,Severe Accident
20.0,2.0,Yes,Bought with own money,No,Old,Highway,Wet,Rainy,Evening,5.0,70.0,80.0,3.0,0.0,Severe Accident
19.0,5.0,No,Bought with own money,Yes,New,Highway,Dry,Clear,Morning,3.0,70.0,49.0,1.0,0.0,Severe Accident
18.0,5.0,Yes,Inherited,No,New,Highway,Dry,Foggy,Afternoon,8.0,70.0,80.0,2.0,0.0,Severe Accident
17.0,5.0,No,Inherited,No,Old,Highway,Wet,Rainy,Night,2.0,70.0,88.0,1.0,1.0,Severe Accident
21.0,4.0,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,8.0,70.0,50.0,1.0,1.0,Severe Accident
28.0,5.0,Yes,Bought with own money,No,Old,Highway,Dry,Foggy,Noon,7.0,70.0,77.0,1.0,1.0,Severe Accident
17.0,2.0,No,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,7.0,70.0,65.0,1.0,1.0,Severe Accident
29.0,0.0,Yes,Inherited,Yes,New,Highway,Dry,Clear,Morning,4.0,70.0,54.0,1.0,0.0,Severe Accident
23.0,5.0,No,Inherited,No,Old,Highway,Dry,Foggy,Afternoon,4.0,70.0,90.0,1.0,1.0,Severe Accident
17.0,1.0,Yes,Inherited,No,New,Highway,Wet,Rainy,Night,6.0,70.0,84.0,1.0,0.0,Severe Accident
25.0,0.0,Yes,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,4.0,70.0,58.0,1.0,1.0,Severe Accident
16.0,4.0,No,Bought with own money,No,New,Highway,Dry,Foggy,Noon,6.0,70.0,88.0,2.0,0.0,Severe Accident
29.0,2.0,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,6.0,70.0,75.0,1.0,0.0,Severe Accident
16.0,1.0,No,Bought with own money,No,Old,Highway,Dry,Clear,Evening,8.0,70.0,81.0,2.0,0.0,Severe Accident
18.0,0.0,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Morning,4.0,70.0,89.0,3.0,0.0,Severe Accident
30.0,0.0,Yes,Inherited,No,Old,Highway,Wet,Rainy,Afternoon,7.0,70.0,47.0,1.0,1.0,Severe Accident
15.0,4.0,No,Inherited,No,New,Highway,Dry,Clear,Night,7.0,70.0,80.0,1.0,1.0,Severe Accident
21.0,0.0,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,2.0,70.0,89.0,2.0,0.0,Severe Accident
19.0,2.0,No,Bought with own money,Yes,Old,Highway,Dry,Foggy,Noon,7.0,70.0,85.0,1.0,1.0,Severe Accident
20.0,1.0,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,6.0,70.0,76.0,3.0,0.0,Severe Accident
20.0,1.0,Yes,Inherited,No,Old,Highway,Dry,Clear,Morning,6.0,70.0,59.0,1.0,1.0,Severe Accident
20.0,3.0,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,4.0,70.0,82.0,3.0,0.0,Severe Accident
22.0,5.0,Yes,Inherited,No,New,Highway,Dry,Foggy,Night,5.0,70.0,50.0,1.0,0.0,Severe Accident
21.0,5.0,No,Bought with own money,No,Old,Highway,Wet,Rainy,Afternoon,3.0,70.0,75.0,3.0,0.0,Severe Accident
22.0,1.0,Yes,Bought with own money,Yes,New,Highway,Dry,Clear,Noon,2.0,70.0,77.0,3.0,1.0,Severe Accident
22.0,3.0,Yes,Inherited,No,Old,Highway,Dry,Clear,Afternoon,2.0,70.0,59.0,1.0,1.0,Severe Accident
25.0,2.0,No,Inherited,No,New,Highway,Dry,Foggy,Evening,1.0,70.0,82.0,3.0,0.0,Severe Accident
30.0,1.0,Yes,Inherited,No,New,Highway,Wet,Rainy,Morning,8.0,70.0,64.0,2.0,0.0,Severe Accident
27.0,0.0,No,Bought with own money,No,Old,Highway,Dry,Clear,Afternoon,8.0,70.0,64.0,3.0,0.0,Severe Accident
19.0,5.0,Yes,Bought with own money,No,New,Highway,Dry,Clear,Night,7.0,70.0,90.0,3.0,1.0,Severe Accident
21.0,3.0,Yes,Inherited,No,Old,Highway,Dry,Foggy,Afternoon,1.0,70.0,69.0,3.0,1.0,Severe Accident
27.0,4.0,No,Inherited,No,New,Highway,Wet,Rainy,Noon,3.0,70.0,57.0,3.0,1.0,Severe Accident
29.0,0.0,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,5.0,70.0,81.0,3.0,0.0,Severe Accident
18.0,3.0,No,Bought with own money,No,Old,Highway,Dry,Clear,Morning,3.0,70.0,79.0,2.0,1.0,Severe Accident
27.0,4.0,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Afternoon,2.0,70.0,52.0,1.0,0.0,Severe Accident
25.0,3.0,Yes,Inherited,Yes,Old,Highway,Wet,Rainy,Night,8.0,70.0,82.0,3.0,1.0,Severe Accident
27.0,5.0,No,Inherited,No,New,Highway,Dry,Clear,Afternoon,6.0,70.0,85.0,3.0,0.0,Severe Accident
20.0,3.0,Yes,Inherited,No,New,Highway,Dry,Clear,Noon,4.0,70.0,62.0,3.0,0.0,Severe Accident
29.0,2.0,No,Bought with own money,No,Old,Highway,Dry,Foggy,Afternoon,2.0,70.0,54.0,3.0,0.0,Severe Accident
27.0,5.0,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Evening,5.0,70.0,82.0,1.0,0.0,Severe Accident
27.0,2.0,Yes,Inherited,No,Old,Highway,Dry,Clear,Morning,4.0,70.0,79.0,1.0,0.0,Severe Accident
24.0,1.0,No,Bought with own money,Yes,New,Highway,Dry,Clear,Afternoon,8.0,70.0,57.0,1.0,1.0,Severe Accident
29.0,4.0,Yes,Bought with own money,No,New,Highway,Dry,Foggy,Night,2.0,70.0,81.0,3.0,1.0,Severe Accident
24.0,2.0,No,Inherited,No,Old,Highway,Wet,Rainy,Afternoon,6.0,70.0,56.0,2.0,0.0,Severe Accident
20.0,5.0,Yes,Inherited,No,New,Highway,Dry,Clear,Noon,8.0,70.0,58.0,3.0,0.0,Severe Accident
21.0,0.0,Yes,Inherited,No,Old,Highway,Dry,Clear,Afternoon,2.0,70.0,65.0,1.0,1.0,Severe Accident
15.0,5.0,No,Bought with own money,No,New,Highway,Dry,Foggy,Morning,8.0,70.0,57.0,3.0,0.0,Severe Accident
25.0,5.0,Yes,Bought with own money,No,New,Highway,Wet,Rainy,Afternoon,8.0,70.0,65.0,1.0,1.0,Severe Accident
21.0,1.0,No,Inherited,No,Old,Highway,Dry,Clear,Night,6.0,70.0,74.0,3.0,1.0,Severe Accident
19.0,4.0,Yes,Inherited,No,New,Highway,Dry,Clear,Afternoon,5.0,70.0,78.0,1.0,0.0,Severe Accident
29.0,0.0,Yes,Inherited,No,Old,Highway,Dry,Foggy,Noon,4.0,70.0,55.0,2.0,1.0,Severe Accident
